# Species	Genes	Alg.-Conn.	CBS432	DBVPG6044	DBVPG6765	N44	S288c	SK1	Sac_bayanus_var_uvarum_CBS7001.Scannell_2011	Sac_eubayanus_FM1318.Baker_2015	Sac_kudriavzevii_IFO1802T.Scannell_2011	Sac_kudriavzevii_ZP591.Scannell_2011	Sac_mikatae_IFO1815T.Scannell_2011	Sac_arboricolus_H6.Liti_2013	UFRJ50816	UWOPS034614	UWOPS919171	Y12	YPS128	YPS138
18	18	1	CBS432_15G03300	DBVPG6044_15G03250	DBVPG6765_15G03330	N44_15G03300	S288c_15G03350	SK1_15G03300	Sbay_8.260	Seub_DI49_5035.t01	Skud_15.374	Port_15.400	Smik_15.393	Sarb_15G03200	UFRJ50816_15G03750	UWOPS034614_15G03340	UWOPS919171_15G03350	Y12_15G03300	YPS128_15G03350	YPS138_15G03300
18	18	1	CBS432_15G03310	DBVPG6044_15G03260	DBVPG6765_15G03340	N44_15G03310	S288c_15G03360	SK1_15G03310	Sbay_8.261	Seub_DI49_5036.t01	Skud_15.375	Port_15.401	Smik_15.394	Sarb_15G03210	UFRJ50816_15G03760	UWOPS034614_15G03350	UWOPS919171_15G03360	Y12_15G03310	YPS128_15G03360	YPS138_15G03310
18	18	1	CBS432_15G03320	DBVPG6044_15G03270	DBVPG6765_15G03350	N44_15G03320	S288c_15G03370	SK1_15G03320	Sbay_8.262	Seub_DI49_5037.t01	Skud_15.376	Port_15.402	Smik_15.395	Sarb_15G03220	UFRJ50816_15G03770	UWOPS034614_15G03360	UWOPS919171_15G03370	Y12_15G03320	YPS128_15G03370	YPS138_15G03320
18	18	1	CBS432_15G03330	DBVPG6044_15G03280	DBVPG6765_15G03360	N44_15G03330	S288c_15G03380	SK1_15G03330	Sbay_8.263	Seub_DI49_5038.t01	Skud_15.377	Port_15.403	Smik_15.396	Sarb_15G03230	UFRJ50816_15G03780	UWOPS034614_15G03370	UWOPS919171_15G03380	Y12_15G03330	YPS128_15G03380	YPS138_15G03330
18	18	1	CBS432_15G03340	DBVPG6044_15G03290	DBVPG6765_15G03370	N44_15G03340	S288c_15G03390	SK1_15G03340	Sbay_8.264	Seub_DI49_5039.t01	Skud_15.378	Port_15.404	Smik_15.397	Sarb_15G03240	UFRJ50816_15G03790	UWOPS034614_15G03380	UWOPS919171_15G03390	Y12_15G03340	YPS128_15G03390	YPS138_15G03340
18	18	1	CBS432_15G03350	DBVPG6044_15G03300	DBVPG6765_15G03380	N44_15G03350	S288c_15G03400	SK1_15G03350	Sbay_8.265	Seub_DI49_5040.t01	Skud_15.379	Port_15.405	Smik_15.398	Sarb_15G03250	UFRJ50816_15G03800	UWOPS034614_15G03390	UWOPS919171_15G03400	Y12_15G03350	YPS128_15G03400	YPS138_15G03350
18	18	1	CBS432_15G03360	DBVPG6044_15G03310	DBVPG6765_15G03390	N44_15G03360	S288c_15G03410	SK1_15G03360	Sbay_8.266	Seub_DI49_5041.t01	Skud_15.380	Port_15.406	Smik_15.399	Sarb_15G03260	UFRJ50816_15G03810	UWOPS034614_15G03400	UWOPS919171_15G03410	Y12_15G03360	YPS128_15G03410	YPS138_15G03360
18	18	1	CBS432_15G03370	DBVPG6044_15G03320	DBVPG6765_15G03400	N44_15G03370	S288c_15G03420	SK1_15G03370	Sbay_8.267	Seub_DI49_5042.t01	Skud_15.381	Port_15.407	Smik_15.400	Sarb_15G03270	UFRJ50816_15G03820	UWOPS034614_15G03410	UWOPS919171_15G03420	Y12_15G03370	YPS128_15G03420	YPS138_15G03370
18	18	1	CBS432_15G03380	DBVPG6044_15G03330	DBVPG6765_15G03410	N44_15G03380	S288c_15G03430	SK1_15G03380	Sbay_8.268	Seub_DI49_5043.t01	Skud_15.382	Port_15.408	Smik_15.401	Sarb_15G03280	UFRJ50816_15G03830	UWOPS034614_15G03420	UWOPS919171_15G03430	Y12_15G03380	YPS128_15G03430	YPS138_15G03380
18	18	1	CBS432_15G03390	DBVPG6044_15G03340	DBVPG6765_15G03420	N44_15G03390	S288c_15G03440	SK1_15G03390	Sbay_8.269	Seub_DI49_5044.t01	Skud_15.383	Port_15.409	Smik_15.402	Sarb_15G03290	UFRJ50816_15G03840	UWOPS034614_15G03430	UWOPS919171_15G03440	Y12_15G03390	YPS128_15G03440	YPS138_15G03390
18	18	0.889	CBS432_15G00370	DBVPG6044_15G00330	DBVPG6765_15G00390	N44_15G00370	S288c_15G00420	SK1_15G00370	Sbay_15.41	Seub_DI49_2287.t01	Skud_15.34	Port_15.41	Smik_15.34	Sarb_15G00340	UFRJ50816_09G00420	UWOPS034614_15G00390	UWOPS919171_15G00380	Y12_15G00370	YPS128_15G00420	YPS138_15G00380
18	18	1	CBS432_15G03400	DBVPG6044_15G03350	DBVPG6765_15G03430	N44_15G03400	S288c_15G03450	SK1_15G03400	Sbay_8.270	Seub_DI49_5045.t01	Skud_15.384	Port_15.410	Smik_15.403	Sarb_15G03300	UFRJ50816_15G03850	UWOPS034614_15G03440	UWOPS919171_15G03450	Y12_15G03400	YPS128_15G03450	YPS138_15G03400
18	18	1	CBS432_15G03420	DBVPG6044_15G03370	DBVPG6765_15G03450	N44_15G03420	S288c_15G03470	SK1_15G03420	Sbay_8.272	Seub_DI49_5046.t01	Skud_15.386	Port_15.412	Smik_15.405	Sarb_15G03320	UFRJ50816_15G03870	UWOPS034614_15G03460	UWOPS919171_15G03470	Y12_15G03420	YPS128_15G03470	YPS138_15G03420
18	18	1	CBS432_15G03430	DBVPG6044_15G03380	DBVPG6765_15G03460	N44_15G03430	S288c_15G03480	SK1_15G03430	Sbay_8.273	Seub_DI49_5047.t01	Skud_15.387	Port_15.413	Smik_15.406	Sarb_15G03330	UFRJ50816_15G03880	UWOPS034614_15G03470	UWOPS919171_15G03480	Y12_15G03430	YPS128_15G03480	YPS138_15G03430
18	18	1	CBS432_15G03440	DBVPG6044_15G03390	DBVPG6765_15G03470	N44_15G03440	S288c_15G03490	SK1_15G03440	Sbay_8.274	Seub_DI49_5048.t01	Skud_15.388	Port_15.414	Smik_15.407	Sarb_15G03340	UFRJ50816_15G03890	UWOPS034614_15G03480	UWOPS919171_15G03490	Y12_15G03440	YPS128_15G03490	YPS138_15G03440
18	18	1	CBS432_15G03450	DBVPG6044_15G03400	DBVPG6765_15G03480	N44_15G03450	S288c_15G03500	SK1_15G03450	Sbay_8.275	Seub_DI49_5049.t01	Skud_15.389	Port_15.415	Smik_15.408	Sarb_15G03350	UFRJ50816_15G03900	UWOPS034614_15G03490	UWOPS919171_15G03500	Y12_15G03450	YPS128_15G03500	YPS138_15G03450
18	18	1	CBS432_15G03460	DBVPG6044_15G03410	DBVPG6765_15G03490	N44_15G03460	S288c_15G03510	SK1_15G03460	Sbay_8.276	Seub_DI49_5050.t01	Skud_15.390	Port_15.416	Smik_15.409	Sarb_15G03360	UFRJ50816_15G03910	UWOPS034614_15G03500	UWOPS919171_15G03510	Y12_15G03460	YPS128_15G03510	YPS138_15G03460
18	18	1	CBS432_15G03470	DBVPG6044_15G03420	DBVPG6765_15G03500	N44_15G03470	S288c_15G03520	SK1_15G03470	Sbay_8.277	Seub_DI49_5051.t01	Skud_15.392	Port_15.418	Smik_15.410	Sarb_15G03370	UFRJ50816_15G03920	UWOPS034614_15G03510	UWOPS919171_15G03520	Y12_15G03470	YPS128_15G03520	YPS138_15G03470
18	18	1	CBS432_15G03480	DBVPG6044_15G03430	DBVPG6765_15G03510	N44_15G03480	S288c_15G03530	SK1_15G03480	Sbay_8.278	Seub_DI49_5052.t01	Skud_15.393	Port_15.419	Smik_15.411	Sarb_15G03380	UFRJ50816_15G03930	UWOPS034614_15G03520	UWOPS919171_15G03530	Y12_15G03480	YPS128_15G03530	YPS138_15G03480
18	18	0.889	CBS432_15G00380	DBVPG6044_15G00340	DBVPG6765_15G00400	N44_15G00380	S288c_15G00430	SK1_15G00380	Sbay_15.42	Seub_DI49_2288.t01	Skud_15.35	Port_15.42	Smik_15.35	Sarb_15G00350	UFRJ50816_09G00430	UWOPS034614_15G00400	UWOPS919171_15G00390	Y12_15G00380	YPS128_15G00430	YPS138_15G00390
18	18	1	CBS432_15G03490	DBVPG6044_15G03440	DBVPG6765_15G03520	N44_15G03490	S288c_15G03540	SK1_15G03490	Sbay_8.279	Seub_DI49_5053.t01	Skud_15.394	Port_15.420	Smik_15.412	Sarb_15G03390	UFRJ50816_15G03940	UWOPS034614_15G03530	UWOPS919171_15G03540	Y12_15G03490	YPS128_15G03540	YPS138_15G03490
18	18	1	CBS432_15G03500	DBVPG6044_15G03450	DBVPG6765_15G03530	N44_15G03500	S288c_15G03550	SK1_15G03500	Sbay_8.280	Seub_DI49_5054.t01	Skud_15.395	Port_15.421	Smik_15.413	Sarb_15G03400	UFRJ50816_15G03950	UWOPS034614_15G03540	UWOPS919171_15G03550	Y12_15G03500	YPS128_15G03550	YPS138_15G03500
18	18	1	CBS432_15G03510	DBVPG6044_15G03460	DBVPG6765_15G03540	N44_15G03510	S288c_15G03560	SK1_15G03510	Sbay_8.281	Seub_DI49_5055.t01	Skud_15.396	Port_15.424	Smik_15.414	Sarb_15G03410	UFRJ50816_15G03960	UWOPS034614_15G03550	UWOPS919171_15G03560	Y12_15G03510	YPS128_15G03560	YPS138_15G03510
18	18	1	CBS432_15G03520	DBVPG6044_15G03470	DBVPG6765_15G03550	N44_15G03520	S288c_15G03570	SK1_15G03520	Sbay_8.282	Seub_DI49_5056.t01	Skud_15.397	Port_15.425	Smik_15.415	Sarb_15G03420	UFRJ50816_15G03970	UWOPS034614_15G03560	UWOPS919171_15G03570	Y12_15G03520	YPS128_15G03570	YPS138_15G03520
18	18	1	CBS432_15G03530	DBVPG6044_15G03480	DBVPG6765_15G03560	N44_15G03530	S288c_15G03580	SK1_15G03530	Sbay_8.283	Seub_DI49_5057.t01	Skud_15.398	Port_15.426	Smik_15.416	Sarb_15G03430	UFRJ50816_15G03980	UWOPS034614_15G03570	UWOPS919171_15G03580	Y12_15G03530	YPS128_15G03580	YPS138_15G03530
18	18	1	CBS432_15G03540	DBVPG6044_15G03490	DBVPG6765_15G03570	N44_15G03540	S288c_15G03590	SK1_15G03540	Sbay_8.284	Seub_DI49_5058.t01	Skud_15.399	Port_15.427	Smik_15.417	Sarb_15G03440	UFRJ50816_15G03990	UWOPS034614_15G03580	UWOPS919171_15G03590	Y12_15G03540	YPS128_15G03590	YPS138_15G03540
18	18	0.889	CBS432_15G00390	DBVPG6044_15G00350	DBVPG6765_15G00410	N44_15G00390	S288c_15G00440	SK1_15G00390	Sbay_15.43	Seub_DI49_2289.t01	Skud_15.36	Port_15.43	Smik_15.36	Sarb_15G00360	UFRJ50816_09G00440	UWOPS034614_15G00410	UWOPS919171_15G00400	Y12_15G00390	YPS128_15G00440	YPS138_15G00400
18	18	1	CBS432_15G03550	DBVPG6044_15G03500	DBVPG6765_15G03580	N44_15G03550	S288c_15G03600	SK1_15G03550	Sbay_8.286	Seub_DI49_5060.t01	Skud_15.403	Port_15.431	Smik_15.420	Sarb_15G03450	UFRJ50816_15G04000	UWOPS034614_15G03590	UWOPS919171_15G03600	Y12_15G03550	YPS128_15G03600	YPS138_15G03550
18	18	1	CBS432_15G03560	DBVPG6044_15G03510	DBVPG6765_15G03590	N44_15G03560	S288c_15G03610	SK1_15G03560	Sbay_8.287	Seub_DI49_5061.t01	Skud_15.404	Port_15.432	Smik_15.421	Sarb_15G03460	UFRJ50816_15G04010	UWOPS034614_15G03600	UWOPS919171_15G03610	Y12_15G03560	YPS128_15G03610	YPS138_15G03560
18	18	1	CBS432_15G03570	DBVPG6044_15G03520	DBVPG6765_15G03600	N44_15G03570	S288c_15G03620	SK1_15G03570	Sbay_8.288	Seub_DI49_5062.t01	Skud_15.405	Port_15.433	Smik_15.422	Sarb_15G03470	UFRJ50816_15G04020	UWOPS034614_15G03610	UWOPS919171_15G03620	Y12_15G03570	YPS128_15G03620	YPS138_15G03570
18	18	1	CBS432_15G03580	DBVPG6044_15G03530	DBVPG6765_15G03610	N44_15G03580	S288c_15G03630	SK1_15G03580	Sbay_8.291	Seub_DI49_5063.t01	Skud_15.408	Port_15.436	Smik_15.425	Sarb_15G03500	UFRJ50816_15G04030	UWOPS034614_15G03620	UWOPS919171_15G03630	Y12_15G03580	YPS128_15G03630	YPS138_15G03580
18	18	1	CBS432_15G03590	DBVPG6044_15G03540	DBVPG6765_15G03620	N44_15G03590	S288c_15G03640	SK1_15G03590	Sbay_8.292	Seub_DI49_5064.t01	Skud_15.409	Port_15.437	Smik_15.426	Sarb_15G03510	UFRJ50816_15G04040	UWOPS034614_15G03630	UWOPS919171_15G03640	Y12_15G03590	YPS128_15G03640	YPS138_15G03590
18	18	1	CBS432_15G03600	DBVPG6044_15G03550	DBVPG6765_15G03630	N44_15G03600	S288c_15G03650	SK1_15G03600	Sbay_8.293	Seub_DI49_5065.t01	Skud_15.410	Port_15.438	Smik_15.427	Sarb_15G03520	UFRJ50816_15G04050	UWOPS034614_15G03640	UWOPS919171_15G03650	Y12_15G03600	YPS128_15G03650	YPS138_15G03600
18	18	1	CBS432_15G03610	DBVPG6044_15G03560	DBVPG6765_15G03640	N44_15G03610	S288c_15G03660	SK1_15G03610	Sbay_8.294	Seub_DI49_5066.t01	Skud_15.411	Port_15.439	Smik_15.428	Sarb_15G03530	UFRJ50816_15G04060	UWOPS034614_15G03650	UWOPS919171_15G03660	Y12_15G03610	YPS128_15G03660	YPS138_15G03610
18	18	0.889	CBS432_15G00400	DBVPG6044_15G00360	DBVPG6765_15G00420	N44_15G00400	S288c_15G00450	SK1_15G00400	Sbay_15.44	Seub_DI49_2290.t01	Skud_15.37	Port_15.44	Smik_15.37	Sarb_15G00370	UFRJ50816_09G00450	UWOPS034614_15G00420	UWOPS919171_15G00410	Y12_15G00400	YPS128_15G00450	YPS138_15G00410
18	18	1	CBS432_15G03620	DBVPG6044_15G03570	DBVPG6765_15G03650	N44_15G03620	S288c_15G03670	SK1_15G03620	Sbay_8.295	Seub_DI49_5067.t01	Skud_15.412	Port_15.440	Smik_15.429	Sarb_15G03540	UFRJ50816_15G04070	UWOPS034614_15G03660	UWOPS919171_15G03670	Y12_15G03620	YPS128_15G03670	YPS138_15G03620
18	18	1	CBS432_15G03630	DBVPG6044_15G03580	DBVPG6765_15G03660	N44_15G03630	S288c_15G03680	SK1_15G03630	Sbay_8.296	Seub_DI49_5068.t01	Skud_15.413	Port_15.441	Smik_15.430	Sarb_15G03550	UFRJ50816_15G04080	UWOPS034614_15G03670	UWOPS919171_15G03680	Y12_15G03630	YPS128_15G03680	YPS138_15G03630
18	18	1	CBS432_15G03640	DBVPG6044_15G03590	DBVPG6765_15G03670	N44_15G03640	S288c_15G03690	SK1_15G03640	Sbay_8.297	Seub_DI49_5069.t01	Skud_15.414	Port_15.442	Smik_15.431	Sarb_15G03560	UFRJ50816_15G04090	UWOPS034614_15G03680	UWOPS919171_15G03690	Y12_15G03640	YPS128_15G03690	YPS138_15G03640
18	18	1	CBS432_15G03650	DBVPG6044_15G03600	DBVPG6765_15G03680	N44_15G03650	S288c_15G03700	SK1_15G03650	Sbay_8.298	Seub_DI49_5070.t01	Skud_15.415	Port_15.443	Smik_15.432	Sarb_15G03570	UFRJ50816_15G04100	UWOPS034614_15G03690	UWOPS919171_15G03700	Y12_15G03650	YPS128_15G03700	YPS138_15G03650
18	18	1	CBS432_15G03660	DBVPG6044_15G03610	DBVPG6765_15G03690	N44_15G03660	S288c_15G03710	SK1_15G03660	Sbay_8.299	Seub_DI49_5071.t01	Skud_15.416	Port_15.444	Smik_15.433	Sarb_15G03580	UFRJ50816_15G04110	UWOPS034614_15G03700	UWOPS919171_15G03710	Y12_15G03660	YPS128_15G03710	YPS138_15G03660
18	18	1	CBS432_15G03670	DBVPG6044_15G03620	DBVPG6765_15G03700	N44_15G03670	S288c_15G03720	SK1_15G03670	Sbay_8.300	Seub_DI49_5072.t01	Skud_15.417	Port_15.445	Smik_15.434	Sarb_15G03590	UFRJ50816_15G04120	UWOPS034614_15G03710	UWOPS919171_15G03720	Y12_15G03670	YPS128_15G03720	YPS138_15G03670
18	18	1	CBS432_15G03680	DBVPG6044_15G03630	DBVPG6765_15G03710	N44_15G03680	S288c_15G03730	SK1_15G03680	Sbay_8.301	Seub_DI49_5073.t01	Skud_15.418	Port_15.446	Smik_15.435	Sarb_15G03600	UFRJ50816_15G04130	UWOPS034614_15G03720	UWOPS919171_15G03730	Y12_15G03680	YPS128_15G03730	YPS138_15G03680
18	18	1	CBS432_15G03690	DBVPG6044_15G03640	DBVPG6765_15G03720	N44_15G03690	S288c_15G03740	SK1_15G03690	Sbay_8.302	Seub_DI49_5074.t01	Skud_15.419	Port_15.447	Smik_15.436	Sarb_15G03610	UFRJ50816_15G04140	UWOPS034614_15G03730	UWOPS919171_15G03740	Y12_15G03690	YPS128_15G03740	YPS138_15G03690
18	18	1	CBS432_15G03700	DBVPG6044_15G03650	DBVPG6765_15G03730	N44_15G03700	S288c_15G03750	SK1_15G03700	Sbay_8.303	Seub_DI49_5075.t01	Skud_15.420	Port_15.448	Smik_15.437	Sarb_15G03620	UFRJ50816_15G04150	UWOPS034614_15G03740	UWOPS919171_15G03750	Y12_15G03700	YPS128_15G03750	YPS138_15G03700
18	18	1	CBS432_15G03710	DBVPG6044_15G03660	DBVPG6765_15G03740	N44_15G03710	S288c_15G03760	SK1_15G03710	Sbay_8.304	Seub_DI49_5076.t01	Skud_15.421	Port_15.449	Smik_15.438	Sarb_15G03630	UFRJ50816_15G04160	UWOPS034614_15G03750	UWOPS919171_15G03760	Y12_15G03710	YPS128_15G03760	YPS138_15G03710
18	18	0.889	CBS432_15G00410	DBVPG6044_15G00370	DBVPG6765_15G00430	N44_15G00410	S288c_15G00460	SK1_15G00410	Sbay_15.45	Seub_DI49_2291.t01	Skud_15.38	Port_15.45	Smik_15.38	Sarb_15G00380	UFRJ50816_09G00460	UWOPS034614_15G00430	UWOPS919171_15G00420	Y12_15G00410	YPS128_15G00460	YPS138_15G00420
18	18	1	CBS432_15G03720	DBVPG6044_15G03670	DBVPG6765_15G03750	N44_15G03720	S288c_15G03770	SK1_15G03720	Sbay_8.305	Seub_DI49_5077.t01	Skud_15.422	Port_15.450	Smik_15.439	Sarb_15G03640	UFRJ50816_15G04170	UWOPS034614_15G03760	UWOPS919171_15G03770	Y12_15G03720	YPS128_15G03770	YPS138_15G03720
18	18	1	CBS432_15G03730	DBVPG6044_15G03680	DBVPG6765_15G03760	N44_15G03730	S288c_15G03780	SK1_15G03730	Sbay_8.306	Seub_DI49_5078.t01	Skud_15.423	Port_15.451	Smik_15.440	Sarb_15G03650	UFRJ50816_15G04180	UWOPS034614_15G03770	UWOPS919171_15G03780	Y12_15G03730	YPS128_15G03780	YPS138_15G03730
18	18	1	CBS432_15G03740	DBVPG6044_15G03690	DBVPG6765_15G03770	N44_15G03740	S288c_15G03790	SK1_15G03740	Sbay_8.307	Seub_DI49_5079.t01	Skud_15.424	Port_15.452	Smik_15.441	Sarb_15G03660	UFRJ50816_15G04190	UWOPS034614_15G03780	UWOPS919171_15G03790	Y12_15G03740	YPS128_15G03790	YPS138_15G03740
18	18	1	CBS432_15G03750	DBVPG6044_15G03700	DBVPG6765_15G03780	N44_15G03750	S288c_15G03800	SK1_15G03750	Sbay_8.308	Seub_DI49_5080.t01	Skud_15.425	Port_15.453	Smik_15.442	Sarb_15G03670	UFRJ50816_15G04200	UWOPS034614_15G03790	UWOPS919171_15G03800	Y12_15G03750	YPS128_15G03800	YPS138_15G03750
18	18	1	CBS432_15G03760	DBVPG6044_15G03710	DBVPG6765_15G03790	N44_15G03760	S288c_15G03810	SK1_15G03760	Sbay_8.310	Seub_DI49_5081.t01	Skud_15.426	Port_15.454	Smik_15.443	Sarb_15G03680	UFRJ50816_15G04210	UWOPS034614_15G03800	UWOPS919171_15G03810	Y12_15G03760	YPS128_15G03810	YPS138_15G03760
18	18	1	CBS432_15G03770	DBVPG6044_15G03720	DBVPG6765_15G03800	N44_15G03770	S288c_15G03820	SK1_15G03770	Sbay_8.311	Seub_DI49_5082.t01	Skud_15.427	Port_15.455	Smik_15.444	Sarb_15G03690	UFRJ50816_15G04220	UWOPS034614_15G03810	UWOPS919171_15G03820	Y12_15G03770	YPS128_15G03820	YPS138_15G03770
18	18	1	CBS432_15G03780	DBVPG6044_15G03730	DBVPG6765_15G03810	N44_15G03780	S288c_15G03830	SK1_15G03780	Sbay_8.312	Seub_DI49_5083.t01	Skud_15.428	Port_15.456	Smik_15.445	Sarb_15G03700	UFRJ50816_15G04230	UWOPS034614_15G03820	UWOPS919171_15G03830	Y12_15G03780	YPS128_15G03830	YPS138_15G03780
18	18	1	CBS432_15G03790	DBVPG6044_15G03740	DBVPG6765_15G03820	N44_15G03790	S288c_15G03840	SK1_15G03790	Sbay_8.313	Seub_DI49_5084.t01	Skud_15.429	Port_15.457	Smik_15.446	Sarb_15G03710	UFRJ50816_15G04240	UWOPS034614_15G03830	UWOPS919171_15G03840	Y12_15G03790	YPS128_15G03840	YPS138_15G03790
18	18	1	CBS432_15G03800	DBVPG6044_15G03750	DBVPG6765_15G03830	N44_15G03800	S288c_15G03850	SK1_15G03800	Sbay_8.314	Seub_DI49_5085.t01	Skud_15.430	Port_15.458	Smik_15.447	Sarb_15G03720	UFRJ50816_15G04250	UWOPS034614_15G03840	UWOPS919171_15G03850	Y12_15G03800	YPS128_15G03850	YPS138_15G03800
18	18	1	CBS432_15G03810	DBVPG6044_15G03760	DBVPG6765_15G03840	N44_15G03810	S288c_15G03860	SK1_15G03810	Sbay_8.315	Seub_DI49_5086.t01	Skud_15.431	Port_15.459	Smik_15.448	Sarb_15G03730	UFRJ50816_15G04260	UWOPS034614_15G03850	UWOPS919171_15G03860	Y12_15G03810	YPS128_15G03860	YPS138_15G03810
18	18	0.889	CBS432_15G00420	DBVPG6044_15G00380	DBVPG6765_15G00440	N44_15G00420	S288c_15G00470	SK1_15G00420	Sbay_15.46	Seub_DI49_2292.t01	Skud_15.39	Port_15.46	Smik_15.39	Sarb_15G00390	UFRJ50816_09G00470	UWOPS034614_15G00440	UWOPS919171_15G00430	Y12_15G00420	YPS128_15G00470	YPS138_15G00430
18	18	0.667	CBS432_15G03820	DBVPG6044_15G03770	DBVPG6765_15G03850	N44_15G03820	S288c_15G03870	SK1_15G03820	Sbay_8.316	Seub_DI49_5087.t01	Skud_15.432	Port_15.460	Smik_15.449	Sarb_15G03740	UFRJ50816_15G04270	UWOPS034614_15G03860	UWOPS919171_15G03870	Y12_15G03820	YPS128_15G03870	YPS138_15G03820
18	18	1	CBS432_15G03830	DBVPG6044_15G03780	DBVPG6765_15G03860	N44_15G03830	S288c_15G03880	SK1_15G03830	Sbay_8.318	Seub_DI49_5089.t01	Skud_15.434	Port_15.463	Smik_15.451	Sarb_15G03750	UFRJ50816_15G04280	UWOPS034614_15G03870	UWOPS919171_15G03880	Y12_15G03830	YPS128_15G03880	YPS138_15G03830
18	18	1	CBS432_15G03840	DBVPG6044_15G03790	DBVPG6765_15G03870	N44_15G03840	S288c_15G03890	SK1_15G03840	Sbay_8.319	Seub_DI49_5090.t01	Skud_15.435	Port_15.464	Smik_15.452	Sarb_15G03760	UFRJ50816_15G04290	UWOPS034614_15G03880	UWOPS919171_15G03890	Y12_15G03840	YPS128_15G03890	YPS138_15G03840
18	18	1	CBS432_15G03850	DBVPG6044_15G03800	DBVPG6765_15G03880	N44_15G03850	S288c_15G03900	SK1_15G03850	Sbay_8.320	Seub_DI49_5091.t01	Skud_15.436	Port_15.466	Smik_15.453	Sarb_15G03770	UFRJ50816_15G04300	UWOPS034614_15G03890	UWOPS919171_15G03900	Y12_15G03850	YPS128_15G03900	YPS138_15G03850
18	18	1	CBS432_15G03860	DBVPG6044_15G03810	DBVPG6765_15G03890	N44_15G03860	S288c_15G03910	SK1_15G03860	Sbay_8.321	Seub_DI49_5092.t01	Skud_15.437	Port_15.467	Smik_15.454	Sarb_15G03780	UFRJ50816_15G04310	UWOPS034614_15G03900	UWOPS919171_15G03910	Y12_15G03860	YPS128_15G03910	YPS138_15G03860
18	18	1	CBS432_15G03870	DBVPG6044_15G03820	DBVPG6765_15G03900	N44_15G03870	S288c_15G03920	SK1_15G03870	Sbay_8.322	Seub_DI49_5093.t01	Skud_15.438	Port_15.468	Smik_15.455	Sarb_15G03790	UFRJ50816_15G04320	UWOPS034614_15G03910	UWOPS919171_15G03920	Y12_15G03870	YPS128_15G03920	YPS138_15G03870
18	18	1	CBS432_15G03880	DBVPG6044_15G03830	DBVPG6765_15G03910	N44_15G03880	S288c_15G03930	SK1_15G03880	Sbay_8.323	Seub_DI49_5094.t01	Skud_15.439	Port_15.469	Smik_15.456	Sarb_15G03800	UFRJ50816_15G04330	UWOPS034614_15G03920	UWOPS919171_15G03930	Y12_15G03880	YPS128_15G03930	YPS138_15G03880
18	18	0.889	CBS432_15G00430	DBVPG6044_15G00390	DBVPG6765_15G00450	N44_15G00430	S288c_15G00480	SK1_15G00430	Sbay_15.48	Seub_DI49_2293.t01	Skud_15.40	Port_15.47	Smik_15.40	Sarb_15G00400	UFRJ50816_09G00480	UWOPS034614_15G00450	UWOPS919171_15G00440	Y12_15G00430	YPS128_15G00480	YPS138_15G00440
18	18	1	CBS432_15G03890	DBVPG6044_15G03840	DBVPG6765_15G03920	N44_15G03890	S288c_15G03940	SK1_15G03890	Sbay_8.324	Seub_DI49_5095.t01	Skud_15.440	Port_15.470	Smik_15.457	Sarb_15G03810	UFRJ50816_15G04340	UWOPS034614_15G03930	UWOPS919171_15G03940	Y12_15G03890	YPS128_15G03940	YPS138_15G03890
18	18	1	CBS432_15G03900	DBVPG6044_15G03850	DBVPG6765_15G03930	N44_15G03900	S288c_15G03950	SK1_15G03900	Sbay_8.325	Seub_DI49_5096.t01	Skud_15.441	Port_15.471	Smik_15.458	Sarb_15G03820	UFRJ50816_15G04350	UWOPS034614_15G03940	UWOPS919171_15G03950	Y12_15G03900	YPS128_15G03950	YPS138_15G03900
18	18	1	CBS432_15G03910	DBVPG6044_15G03860	DBVPG6765_15G03940	N44_15G03910	S288c_15G03960	SK1_15G03910	Sbay_8.326	Seub_DI49_5097.t01	Skud_15.442	Port_15.472	Smik_15.459	Sarb_15G03830	UFRJ50816_15G04360	UWOPS034614_15G03950	UWOPS919171_15G03960	Y12_15G03910	YPS128_15G03960	YPS138_15G03910
18	18	1	CBS432_15G03920	DBVPG6044_15G03870	DBVPG6765_15G03950	N44_15G03920	S288c_15G03970	SK1_15G03920	Sbay_8.327	Seub_DI49_5098.t01	Skud_15.443	Port_15.473	Smik_15.460	Sarb_15G03840	UFRJ50816_15G04370	UWOPS034614_15G03960	UWOPS919171_15G03970	Y12_15G03920	YPS128_15G03970	YPS138_15G03920
18	18	1	CBS432_15G03930	DBVPG6044_15G03880	DBVPG6765_15G03960	N44_15G03930	S288c_15G03980	SK1_15G03930	Sbay_8.328	Seub_DI49_5099.t01	Skud_15.444	Port_15.474	Smik_15.461	Sarb_15G03850	UFRJ50816_15G04380	UWOPS034614_15G03970	UWOPS919171_15G03980	Y12_15G03930	YPS128_15G03980	YPS138_15G03930
18	18	1	CBS432_15G03940	DBVPG6044_15G03890	DBVPG6765_15G03970	N44_15G03940	S288c_15G03990	SK1_15G03940	Sbay_8.329	Seub_DI49_5100.t01	Skud_15.445	Port_15.475	Smik_15.462	Sarb_15G03860	UFRJ50816_15G04390	UWOPS034614_15G03980	UWOPS919171_15G03990	Y12_15G03940	YPS128_15G03990	YPS138_15G03940
